ListOfficeName,BuyerOfficeName,closed_sales,total_sales_volume,median_close_price,average_days_on_market,average_close_to_original_list_ratio
BirdRock Realty,"Broadpoint Properties, Inc",1,710000.0,710000.0,30.0,1.0142857142857142
"One Percent Listing Group, Inc",ShoppingSDHouses,1,710000.0,710000.0,40.0,0.9607577807848444
Coldwell Banker Realty,Equity Smart Real Estate Serv,1,710000.0,710000.0,7.0,1.0441176470588236
"LPT Realty, Inc",Executive Realty Firm,1,710000.0,710000.0,8.0,1.051867435073112
Abundance Real Estate,Coldwell Banker Assoc.Brks-CL,1,710000.0,710000.0,38.0,0.9137709137709138
ReMax Tiffany Real Estate,Berkshire Hathaway H.S.C.P.,1,710000.0,710000.0,31.0,1.0
TRUSTED REALTY ADVISORS,eXp Realty Of Southern California Inc,1,710000.0,710000.0,13.0,1.083969465648855
First Team Real Estate,Realty Executives Com. & Res.,1,710000.0,710000.0,17.0,0.9862480900125017
Federal Financial,Harcourts Prime Properties,1,710000.0,710000.0,16.0,1.0215827338129497
Homesmart Realty,Vista Del Mar Realty,1,710000.0,710000.0,4.0,1.0
D R Horton America's Builder,Pacific Sterling Realty,1,710000.0,710000.0,9.0,0.9522749311612523
EXP REALTY OF CALIFORNIA INC,Coldwell Banker Dynasty Arc.,1,710000.0,710000.0,14.0,1.0144306329475639
Coldwell Banker Best Realty,RE/MAX MASTERS REALTY,1,710000.0,710000.0,0.0,1.0
HILL TOP REAL ESTATE,Seven Gables Real Estate,1,710000.0,710000.0,28.0,0.9888579387186629
Marshall Reddick Real Estate,First Team Real Estate North Tustin,1,710000.0,710000.0,8.0,1.0
Synergy Real Estate,Circle Real Estate,1,710000.0,710000.0,12.0,1.0304789550072568
Hartnell & Blesch Real Esate,ROA CALIFORNIA INC.,1,710000.0,710000.0,52.0,0.9794454407504484
Berkshire Hathaway HomeService,"San Diego Zad, Inc.",1,710000.0,710000.0,1.0,1.0518518518518518
Compass,Refined Real Estate,1,710000.0,710000.0,12.0,0.9793103448275862
Keller Williams Realty World Class,JHK Realty Group,1,710000.0,710000.0,39.0,0.9794454407504484
The Brand Haus Inc.,Coldwell Banker Realty,1,710000.0,710000.0,38.0,0.9930139371603998
Concierge Realty,Windermere Estates,1,710000.0,710000.0,69.0,0.9659863945578231
"eXp Realty of Southern California, Inc",International Home Realty,1,710000.0,710000.0,72.0,0.8875
"LEGACY REALTY PARTNERS, INC",Coldwell Banker Top Team,1,710000.0,710000.0,115.0,0.8606060606060606
"Kevin Klaess, Broker",KELLER WILLIAMS EMPIRE ESTATES,1,710000.0,710000.0,13.0,1.0
WERE REAL ESTATE,Rise Realty,1,710000.0,710000.0,7.0,1.077389984825493
Dombroski Realty,Keller Williams High Desert,1,710000.0,710000.0,33.0,1.0142857142857142
Century 21 Ability Realty,Golden Gate Sotheby's International Realty,1,710000.0,710000.0,47.0,0.9467297819854656
Compass,Home Dream Real Estate,1,710000.0,710000.0,35.0,0.922077922077922
THE ASSOCIATES REALTY GROUP,REALTYX,1,710000.0,710000.0,98.0,0.9244791666666666
L.A. REAL ESTATE NETWORK GROUP,GAIA,1,710000.0,710000.0,45.0,0.9793103448275862
PB & Associates,"Century 21 Hometown Realty, Santa Maria Office",1,710000.0,710000.0,10.0,1.0304789550072568
Open Doorways Realty Inc,EINSTEIN REALTY,1,710000.0,710000.0,11.0,1.0
Pinnacle Estate Properties,Keller Williams - Downtown LA,1,710000.0,710000.0,6.0,1.014287163267376
eXp of Greater Los Angeles Inc,Keller Williams Realty,1,710000.0,710000.0,33.0,0.993006993006993
Luxury Collective,NTMR Holdings Inc.,1,710000.0,710000.0,29.0,1.0144306329475639
EINSTEIN REALTY,REDFIN,1,710000.0,710000.0,13.0,1.0
Seven Gables Real Estate,NextHome Wealth Builders,1,710000.0,710000.0,12.0,0.9594594594594594
RE/MAX TIME REALTY,Welcome Realty & Investment Groups Inc.,1,710000.0,710000.0,25.0,1.0144306329475639
SOUTHLAND PROPERTIES,1Vision Real Estate,1,710000.0,710000.0,5.0,1.0939907550077042
Southern Cal Realty,Southern Cal Realty,1,710000.0,710000.0,54.0,0.9161290322580645
Keller Williams Realty Central Coast,A List Properties,1,710000.0,710000.0,49.0,0.9479305740987984
Bullock Russell RE Services,Realty ONE Group West,1,710000.0,710000.0,151.0,0.9221976880114301
Golden Eagle Properties,The Hier Advantage,1,710000.0,710000.0,15.0,1.0289855072463767
DLP Realty Sales & Loans,,1,710000.0,710000.0,106.0,0.7107107107107107
Century 21 Diamond,West Capital Real Estate,1,710000.0,710000.0,32.0,0.9466666666666667
Harper Home Company,Better Homes and Gardens Real Estate Clarity,1,710000.0,710000.0,69.0,0.993006993006993
Re/Max Top Producers,"Covington Limited, Inc.",1,710000.0,710000.0,21.0,1.014287163267376
CALIFORNIA LIFE PROPERTIES,REAL BROKER,1,710000.0,710000.0,9.0,1.0304789550072568
Century 21 Top Producers,Pharos Realty,1,710000.0,710000.0,50.0,0.9726027397260274
Sanctuary,WeTrust Realty,1,710000.0,710000.0,5.0,1.0291346571966953
"Pro Real Estate, Inc",Auer Real Estate Inc.,1,710000.0,710000.0,111.0,0.8114285714285714
"Circa Properties, Inc.",First Investments Realty & Mortgage,1,710000.0,710000.0,12.0,1.0215827338129497
CENTURY 21 PEAK,Keller Williams Advisors,1,710000.0,710000.0,19.0,0.9742041712403952
ELEMENT RE INC,Realty One Group United,1,710000.0,710000.0,10.0,1.0441176470588236
i2i Real Estate & Mortgage,San Diego Castles Realty,1,710000.0,710000.0,6.0,1.0291346571966953
Sequoia Real Estate,Dudum Real Estate Group,1,710000.0,710000.0,14.0,1.0157367668097281
Awad & Associates,"GRISELDA REYNA, BROKER",1,710000.0,710000.0,50.0,0.9479305740987984
Golden Empire Realty,Golden Empire Realty,1,710000.0,710000.0,52.0,0.8875
KW Executive,Impact Real Estate,1,710000.0,710000.0,6.0,1.0
COLDWELL BANKER REALTY,"David S. Zecha, Broker",1,710000.0,710000.0,10.0,0.9793103448275862
Big Block Realty,FC Group Realty,1,710000.0,710000.0,11.0,1.0142857142857142
CENTURY 21 PRIMETIME REALTORS,Vista Pacific Realty,1,710000.0,710000.0,44.0,0.9740865537640899
Reliable Realty Inc.,Sunrise Investment International,1,710000.0,710000.0,7.0,1.0441176470588236
"3L Properties, Inc.",First Team Real Estate,1,710000.0,710000.0,28.0,0.9874826147426982
Harper Home Company,RE/MAX OLYMPIC,1,710000.0,710000.0,42.0,0.9793103448275862
KW Coastal Estates,Christie's International Real Estate Sereno,1,710000.0,710000.0,42.0,0.8930817610062893
Scott & Quinn Real Estate,Cali Real Estate Professionals,1,710000.0,710000.0,29.0,1.001410437235543
Dombroski Realty,California Bridge Realty,1,710000.0,710000.0,30.0,0.9607577807848444
"Beverly and Company, Inc.",Iberri & Associates Real Estate,1,710000.0,710000.0,3.0,1.0
Blue Horizon Realty & Lending,HPT Realty,1,710000.0,710000.0,3.0,1.0518518518518518
Redfin,United Realty Group,1,710000.0,710000.0,40.0,0.9530201342281879
REALTY SOURCE INCORPORATED,REALTY SOURCE INCORPORATED,1,710000.0,710000.0,0.0,1.0
PRW LENDING INC,Homequest Real Estate,1,710000.0,710000.0,8.0,0.9726040720603727
Berkshire Hathaway H.S.C.P.,COLDWELL BANKER REALTY,1,710000.0,710000.0,13.0,1.0364963503649636
"Beverly and Company, Inc.",Heritage Valley Realty,1,710000.0,710000.0,58.0,0.9895470383275261
"Amberwood Real Estate, Inc.",Century 21 Union Realty,1,710000.0,710000.0,45.0,1.0157367668097281
PROWEST PROPERTIES,Home Solutions Realty,1,710000.0,710000.0,9.0,1.0142857142857142
Excel Preferred Realty,Real Broker,1,710000.0,710000.0,18.0,0.9659863945578231
BOT Real Estate,Keller Williams South Bay,1,710000.0,710000.0,0.0,0.993006993006993
Pacific Realty Group,Harvest Realty Development,1,710000.0,710000.0,22.0,0.9739368998628258
Tower Agency,"TOM L. CHNG, BROKER",1,710000.0,710000.0,12.0,1.0157367668097281
Furstenberg Realty,PG & Associates Inc,1,710000.0,710000.0,55.0,0.9861124807117788
Realty Pro 100,The Agency,1,710000.0,710000.0,59.0,0.9479305740987984
JohnHart Real Estate,VICTORIAN REALTY,1,710000.0,710000.0,43.0,1.0
Coldwell Banker Realty,The Boutique Real Estate Group,1,710000.0,710000.0,9.0,1.0144480259698694
Furstenberg Realty,Real Broker,1,710000.0,710000.0,98.0,0.9727359912316755
Wetrust Realty,America Home Realty And Investment Inc.,1,710000.0,710000.0,169.0,0.9232769830949284
COMPASS,Synergy Real Estate,1,710000.0,710000.0,65.0,0.9659863945578231
KELLER WILLIAMS-LA QUINTA,Premier Properties,1,710000.0,710000.0,62.0,0.9607577807848444
Desert Sotheby's International Realty,"Moylan Realty Group, Inc",1,710000.0,710000.0,60.0,0.9102564102564102
WEDGEWOOD HOMES REALTY,Pinnacle Estate Properties,1,710000.0,710000.0,14.0,1.0144306329475639
Engel & Volkers La Canada,Engel & Volkers Pasadena,1,710000.0,710000.0,9.0,1.0502958579881656
PLF Real Estate Solutions,Realty One Group United,1,710000.0,710000.0,125.0,1.0157367668097281
Homecoin.com,ANOMALY REAL ESTATE,1,710000.0,710000.0,77.0,1.0
Bob Gunson Real Estate,The Shields Group,1,710000.0,710000.0,10.0,1.014358168440603
Happy Real Estate Inc,"Jackson Tsai, Broker",1,710000.0,710000.0,104.0,0.9467297819854656
Allure Real Estate,Realty ONE Group TODAY,1,710000.0,710000.0,66.0,0.9479305740987984
Star Max Realty,The Cavanaugh Group,1,710000.0,710000.0,21.0,0.9861111111111112
Rick Fuller Inc.,Better Homes/Mann & Assc,1,710000.0,710000.0,146.0,0.7897664071190211
JP Real Estate & Mortgage Inc.,"eXp Realty of California, Inc.",1,710000.0,710000.0,53.0,1.014287163267376
BEAUMONT REALTY INC.,EXP REALTY OF CALIFORNIA INC,1,710000.0,710000.0,41.0,0.9594594594594594
Talavera Real Estate,Beach Cities Real Estate,1,710000.0,710000.0,19.0,0.899873257287706
Gold Realtors,Pacific Playa Realty,1,710000.0,710000.0,94.0,0.9479305740987984
Home View Realty,Ready In Corp.,1,710000.0,710000.0,13.0,0.0010518516851138811
Marples & Associates,Core Vision Realty,1,710000.0,710000.0,255.0,0.9739368998628258
RE/MAX Regency,Century 21 EPIC,1,710000.0,710000.0,36.0,0.9874826147426982
Jeff Joiner,Bronwyn Realty Inc,1,710000.0,710000.0,4.0,1.0144306329475639
The Gardner's Group,,1,710000.0,710000.0,41.0,0.9793103448275862
Fiv Realty Co,WERE REAL ESTATE,1,710000.0,710000.0,6.0,1.0
CENTURY 21 PRIMETIME REALTORS,Keller Williams Realty,1,710000.0,710000.0,19.0,1.0289855072463767
ETOPREALESTATE,SoCal Realtors & Associates,1,710000.0,710000.0,14.0,1.0157367668097281
RE/MAX Hometown REALTORS,Real Broker,1,710000.0,710000.0,12.0,1.0157367668097281
CENTURY 21 CRISTAL CELLAR,"Alex Avilez, Broker",1,710000.0,710000.0,6.0,1.0142857142857142
New Metro Realty,Hutchins Braudaway Realty,1,710000.0,710000.0,18.0,1.0291346571966953
"Alta Realty Group CA, Inc",BHHS Crest,1,710000.0,710000.0,15.0,0.9281045751633987
Fiduciary Real Estate Services,Park Group Real Estate,1,710000.0,710000.0,19.0,1.3271028037383177
M G R REAL ESTATE,1% LISTING FEE,1,710000.0,710000.0,2.0,1.0143002042886327
"Claudia Cortez, Broker",HomeSmart Key Realty,1,710000.0,710000.0,19.0,1.0
"Pinnacle Estate Properties, Inc.",Keller Williams Realty A.V.,1,710000.0,710000.0,205.0,0.7100071000710008
"RACHEL  O. ACUNA, BROKER",Keller Williams Sierra Madre,1,710000.0,710000.0,51.0,0.9102564102564102
"Ingenious Asset Group, Inc.",PLF Real Estate Solutions,1,710000.0,710000.0,137.0,1.0923076923076922
DYNASTY  REAL ESTATE,WESTCOE REALTORS INC,1,710000.0,710000.0,76.0,0.9727359912316755
Beycome Brokerage Realty Inc.,Century 21 Masters,1,710000.0,710000.0,7.0,1.0
LONE TREE REAL ESTATE,Select Realty Investments Inc.,1,710000.0,710000.0,18.0,1.0304789550072568
AAA Realty & Investments,"LPT Realty, Inc",1,710000.0,710000.0,39.0,0.9793103448275862
The Vision Group RE Services,Century 21 Jervis & Associates,1,710000.0,710000.0,52.0,0.8554216867469879
Platinum Real Estate Vip,Realty ONE Group Summit,1,710000.0,710000.0,6.0,1.0157367668097281
HAUS OF REAL ESTATE,Keller Williams Premier Prop,1,710000.0,710000.0,5.0,1.0157367668097281
Bankers Capital Realty & Investments,Real Property Management Choice,1,710000.0,710000.0,64.0,0.8876109513689211
"Broker Town, Inc.",NONMEMBER MRML,1,710000.0,710000.0,7.0,0.9833795013850416
Oscar Tortola Group Real Estate Services,EXCLUSIVE PROPERTIES,1,710000.0,710000.0,60.0,0.9466666666666667
"T&S Brokers, Inc.",CENTURY 21 CITRUS REALTY INC,1,710000.0,710000.0,39.0,0.9479305740987984
Real Broker,GOLDEN EAGLE PROPERTIES,1,710000.0,710000.0,66.0,1.0070921985815602
"eXp Realty of California, Inc.",First Team Real Estate - Orange County,1,710000.0,710000.0,5.0,1.0
Zember Realty Group,"Compass California, Inc.-PB",1,710000.0,710000.0,15.0,0.9793103448275862
Southland Homes,The Ave,1,710000.0,710000.0,70.0,0.9472981987991995
Corcoran Icon Properties,Weichert Realtors - HH and Associates,1,710000.0,710000.0,21.0,1.0157367668097281
ELEVATE REAL ESTATE AGENCY,CENTURY 21 REALTY TEAM,1,710000.0,710000.0,108.0,0.9466666666666667
Best Estates & Homes,Golden Gate Sotheby's International Realty,1,710000.0,710000.0,0.0,0.993006993006993
Mantra Real Estate,eXp Realty of California,1,710000.0,710000.0,18.0,1.0215827338129497
One Stop Realty and Financial,First Team Real Estate,1,710000.0,710000.0,105.0,1.0
Pinnacle Estate Properties,eXp Realty of Southern CA,1,710000.0,710000.0,89.0,0.9607577807848444
"Verenice White, Broker",Richardson Sotheby's International Realty,1,710000.0,710000.0,6.0,1.0456553755522828
Keller Williams - Downtown LA,Realty X Group,1,710000.0,710000.0,40.0,0.9874826147426982
Associated Agents Realty,MCRES Properties,1,710000.0,710000.0,45.0,0.8875011093763867
Team Spirit Realty,Nest Real Estate,1,710000.0,710000.0,163.0,0.922077922077922
Re/Max Big Bear,Douglas Elliman of California,1,710000.0,710000.0,37.0,0.7889765529503279
Re/Max Premier Prop Arcadia,Berkshire Hathaway Home Serv.,1,710000.0,710000.0,35.0,0.9888579387186629
Pinnacle Estate Properties,Universal Elite Inc.,1,710000.0,710000.0,12.0,1.0157367668097281
Century 21 Cornerstone,eXp Realty of Southern California Inc,1,710000.0,710000.0,17.0,0.9874826147426982
Town Real Estate,Offerwrite,1,710000.0,710000.0,7.0,1.0
RE/MAX 2000 REALTY,FOUNDER'S ALLIANCE REAL ESTATE,1,710000.0,710000.0,28.0,1.0158995432744589
Lincoln Realty Group,Century 21 Masters,1,710000.0,710000.0,33.0,0.9793103448275862
Segal Real Estate,M2 Realty Group,1,710000.0,710000.0,9.0,1.0144306329475639
Redfin Corporation,"Morel Real Estate Solutions, Inc. dba PAK Home Realty",1,710000.0,710000.0,59.0,1.0157367668097281
FIRST TEAM REAL ESTATE,Century 21 Allstars,1,710000.0,710000.0,35.0,1.205662197225958
WERE REAL ESTATE,LIGHTHOUSE REALTY ASSOC INC,1,710000.0,710000.0,8.0,1.0289855072463767
Re/Max Time Realty,Century 21 Masters,1,710000.0,710000.0,17.0,0.993006993006993
"LEGACY REALTY PARTNERS, INC",Atlas Real Estate & Finance G,1,710000.0,710000.0,32.0,0.946919178447586
Coldwell Banker Realty-Dana Point/San Clemente,Abundance Real Estate,1,710000.0,710000.0,70.0,0.9862480900125017
RE/MAX Proper,"Sohail Moosani, Broker",1,710000.0,710000.0,2.0,1.0
California Home Sales,Real Broker,1,710000.0,710000.0,42.0,1.0142857142857142
Exp Realty of California Inc,Beach City Brokers,1,710000.0,710000.0,139.0,0.8606060606060606
Coldwell Banker Realty,Homelink Real Estate,1,710000.0,710000.0,45.0,0.8887219927400175
REALTY MASTERS& ASSOC/CHINO,RE/MAX PREMIER/ARCADIA,1,710000.0,710000.0,74.0,0.9739368998628258
"Towne Center Realtors, Inc.",RE/MAX CHAMPIONS,1,710000.0,710000.0,7.0,1.0144306329475639
Sun Coast Real Estate Downtown,"eXp Realty of California, Inc",1,710000.0,710000.0,30.0,1.0289855072463767
MH HowHay Properties,Pamilton Properties,1,710000.0,710000.0,12.0,1.0070921985815602
"Andy Phayakapong, Broker",RE/MAX TIME REALTY,1,710000.0,710000.0,294.0,0.9530201342281879
"Billy Rosenberg, Broker",Homerun Realtors,1,710000.0,710000.0,58.0,0.9726027397260274
Keller Williams - Downtown LA,KELLER WILLIAMS COVINA,1,710000.0,710000.0,21.0,1.0456553755522828
CA-RES,California Fine Properties,1,710000.0,710000.0,14.0,0.9727359912316755
Realty ONE Group Southwest,Independence Realty,1,710000.0,710000.0,36.0,1.0364963503649636
"RCB Real Estate Group, Inc.",KW Bay Area Estates,1,710000.0,710000.0,20.0,0.9861124807117788
"Elisabeth Hale, Broker",Berkshire Hathaway H.S.C.P.,1,710000.0,710000.0,7.0,1.0142857142857142
"Real Estate Hub, Inc","Balboa Real Estate, Inc",1,710000.0,710000.0,50.0,0.9466666666666667
RE/MAX Gold Redwood Shores.,Gateway Properties,1,710000.0,710000.0,32.0,0.9479305740987984
Nino Real Estate,Realty World-AC Properties,1,710000.0,710000.0,21.0,0.9354413702239789
"Compass California, Inc.-PB",Empire Real Estate Group,1,710000.0,710000.0,10.0,1.0215827338129497
Move Home Realty,Keller Williams Empire Estates,1,710000.0,710000.0,6.0,0.9862480900125017
Keller Williams Newport Estates,First Team Real Estate,1,710000.0,710000.0,11.0,1.014287163267376
Legacy Realty Inc.,COURT REALTY,1,710000.0,710000.0,50.0,0.948563794255177
Coldwell Banker Assoc Brkr-SC,eXp Realty of California Inc.,1,710000.0,710000.0,51.0,0.9530201342281879
Village Real Estate Services,Pinnacle Real Estate Group,1,710000.0,710000.0,17.0,0.9793103448275862
"PULTE HOMES OF CALIFORNIA, INC",Realty ONE Group West,1,709990.0,709990.0,52.0,0.9594226086392493
REAL ESTATE ONE,R.E. SOURCE,1,709990.0,709990.0,9.0,1.0
TNHC Realty and Construction,Authentic Partners,1,709990.0,709990.0,8.0,1.0142859183702624
RE/MAX CHAMPIONS,JASON MITCHELL REAL ESTATE CA.,1,709950.0,709950.0,12.0,1.0
On The Move Realty,Coldwell Banker Realty,1,709900.0,709900.0,126.0,0.946659554607281
B D Holdings Inc,Coldwell Banker Realty,1,709900.0,709900.0,4.0,1.0
GREENVIEW REALTY,RE/MAX Dynasty,1,709900.0,709900.0,35.0,0.9861091818308099
"Dylan Jones, Broker",First Team Real Estate,1,709900.0,709900.0,45.0,0.9861256195408175
Iron Key Real Estate,Jason Mitchell Real Estate CA,1,709900.0,709900.0,23.0,0.9861091818308099
KW Temecula,Coldwell Banker West,2,709900.0,354950.0,35.5,1.0280197603531638
COMPASS,"Pinnacle Estate Properties, Inc.",1,709900.0,709900.0,118.0,0.9279750692484565
Realty ONE Group West,Berkshire Hathaway Home Services California Realty,1,709900.0,709900.0,29.0,1.0142877553936276
Christie's RE SoCal,Keller Williams Realty,1,709829.37,709829.37,4.0,1.015492660944206
Realty ONE Group Future,PMZ Real Estate,1,709700.0,709700.0,23.0,1.0153075822603719
Coldwell Banker Home Source,Great Dames Realty,1,709600.0,709600.0,51.0,0.9462595012668356
Lux Bancorp,Lux Bancorp,2,709500.0,354750.0,2.5,1.1011200630002445
PARTNER Real Estate,Atlas Elm Realty,1,709500.0,709500.0,7.0,0.9460012613350152
D R Horton America's Builder,Mission Capital Inc.,1,709490.0,709490.0,25.0,0.9861012661746514
Hacienda Real Estate,Windermere Diablo Realty,1,709400.0,709400.0,103.0,0.9471295060080107
Real Broker,"C & S Real Estate, Inc.",2,709285.0,354642.5,105.5,0.9753714175409911
Power Brokers,"Moses Commercial, Inc",1,709000.0,709000.0,9.0,1.0758725341426403
Synergize Realty,,1,709000.0,709000.0,11.0,1.0129005528808377
Hart to Hart Properties,Century 21 Masters,1,709000.0,709000.0,44.0,1.0143061516452074
Beachwood Properties,eXp Realty of California Inc,1,709000.0,709000.0,29.0,1.0426470588235295
Urban Pacific San Diego Realty,Woods Real Estate Services Inc,1,709000.0,709000.0,19.0,0.9916083916083916
Windermere Real Estate,C 21 Coachella Valley RE,2,709000.0,354500.0,13.5,0.9693877551020409
RE/MAX Gold Coast REALTORS,Truth Realty,1,709000.0,709000.0,5.0,1.0
Blue Cape Real Estate Services,Berkshire Hathaway HomeService,1,709000.0,709000.0,3.0,1.0143061516452074
Clear Way Real Estate,Keller Williams Realty-Studio City,1,709000.0,709000.0,15.0,1.0441826215022092
Mason Real Estate,Real Brokerage Technologies,1,709000.0,709000.0,12.0,1.0305232558139534
Mills Realty of California,Watson Realty ERA,1,709000.0,709000.0,24.0,0.959404600811908
"Century 21 Hometown Realty, Nipomo Office",Properties By Integrity,1,709000.0,709000.0,50.0,0.9860917941585535
Billionaires Row,Datashare CLAW Default Office Don't Delete,1,709000.0,709000.0,26.0,0.9725651577503429
Nexthome Masters,JohnHart Real Estate,1,709000.0,709000.0,54.0,1.0130018574082011
Creative Property Management,Modern Broker-Pismo Beach,1,709000.0,709000.0,56.0,0.9860917941585535
HARVEST REALTY DEVELOPMENT,RE/MAX TOP PRODUCERS,1,709000.0,709000.0,47.0,0.959404600811908
Bhhs Drysdale Properties,Coldwell Banker Solano Pacific,1,709000.0,709000.0,7.0,1.0907692307692307
