ListOfficeName,BuyerOfficeName,closed_sales,total_sales_volume,median_close_price,average_days_on_market,average_close_to_original_list_ratio
Colonial Realty Group,Proficient Home Sales & Loans,1,630000.0,630000.0,11.0,1.024390243902439
ROMARCO PROPERTIES,Keller Williams Realty,1,630000.0,630000.0,14.0,1.0517529215358932
Bennion Deville Homes,Cool Digs,1,630000.0,630000.0,80.0,0.9012875536480687
LRS Realty & Management Inc.,Epique Realty,1,630000.0,630000.0,273.0,0.8737864077669902
COLDWELL BANKER REALTY,Vida Realty,1,630000.0,630000.0,20.0,1.0015898251192368
Century 21 Cornerstone,HAVEN ROBLEDO REALTY,1,630000.0,630000.0,15.0,1.024390243902439
Realty Masters & Associates,SWISH REAL ESTATE,1,630000.0,630000.0,47.0,0.9143686502177069
Peete Realty Group Inc,eXp Realty of California Inc,1,630000.0,630000.0,15.0,1.105263157894737
WESTCOE REALTORS INC,Seal Real Estate,1,630000.0,630000.0,5.0,1.0500175002916716
DALE FREITAS REALTY,The Mortgage Pros Funding,1,630000.0,630000.0,80.0,0.9693799046007078
JohnHart Real Estate,KELLER WILLIAMS REALTY COLLEGE PARK,1,630000.0,630000.0,40.0,1.0
ROA California Inc,Kingship Realty Group,1,630000.0,630000.0,92.0,0.9692307692307692
Signature Real Estate Group,Eagle Nest Realty & Mortgage,1,630000.0,630000.0,9.0,1.0
"SK Legacy Real Estate Service, Inc",Allison James Estates&Homes,1,630000.0,630000.0,196.0,0.75
Luxe Realty Group,Re/Max Gold Blue Line Group,1,630000.0,630000.0,0.0,1.05
Keller Williams Empire Estates,Real Brokerage Technologies,1,630000.0,630000.0,6.0,0.9692307692307692
Big Block Platinum,Coldwell Banker Realty,1,630000.0,630000.0,39.0,0.9692307692307692
Pinnacle Real Estate Group,STIGLER HOMES,1,630000.0,630000.0,33.0,0.9722222222222222
"Realty Masters & Associates, I",Equity Smart Real Estate Services,1,630000.0,630000.0,13.0,1.0081613058089294
Top Producers Realty Partners,Compass,1,630000.0,630000.0,14.0,1.0161290322580645
Ponto Properties,eXp Realty of Southern CA,1,630000.0,630000.0,152.0,0.984375
Keller Williams Pacific Estate,EASTAR REALTY,1,630000.0,630000.0,27.0,0.9707241910631741
Real Broker,Twin Cities Realty Experts,1,630000.0,630000.0,104.0,0.9237536656891495
Campbell & Kaplan Real Estate,"Checkal Real Estate and Development, Inc.",1,630000.0,630000.0,26.0,0.9545454545454546
Realty World My San Diego,Cal State Realty Services,1,630000.0,630000.0,2.0,1.0327868852459017
E Realty,1st Premier Properties,1,630000.0,630000.0,20.0,0.9921259842519685
eXp Realty of California,Abio Properties,1,630000.0,630000.0,14.0,1.0177705977382876
CHAMPION Real Estate,"Darrel Kullman, Broker",1,630000.0,630000.0,115.0,0.9012875536480687
RE/MAX TIME REALTY,CENTURY 21 CITRUS REALTY INC,1,630000.0,630000.0,33.0,1.0413223140495869
Top Producers Realty Partners,"STEVEN CARTER, BROKER",1,630000.0,630000.0,14.0,1.0161290322580645
Keller Williams Encino/Sherman Oaks,Prime Time Realty & Associates,1,630000.0,630000.0,57.0,1.2
Park Regency Realty,OPTION ONE REAL ESTATE,1,630000.0,630000.0,9.0,1.024390243902439
Allison James Estates & Homes,Nationwide Realty,1,630000.0,630000.0,40.0,0.9843765380883408
"Paymun, Inc",Redfin,1,630000.0,630000.0,15.0,1.008
Keller Williams,NOVO,1,630000.0,630000.0,11.0,0.984375
Excellence RE Real Estate,Marketing Specialists,1,630000.0,630000.0,13.0,1.0177705977382876
Kim's Realty,Redfin Corporation,1,630000.0,630000.0,119.0,0.9692307692307692
Coldwell Banker West,VALLEY HOMES AND ESTATES,1,630000.0,630000.0,5.0,1.0162929504758833
"Kim Cahill, Broker",KAM Financial Realty,1,630000.0,630000.0,6.0,0.9767441860465116
CONCIERGE REALTY GROUP,Realty ONE Group Empire,1,630000.0,630000.0,8.0,1.008
NextHome Real Estate Rockstars,Keller Williams Riverside,1,630000.0,630000.0,6.0,1.008
CENTURY 21 PRIMETIME REALTORS,Realty One Group United,1,630000.0,630000.0,10.0,1.051949613283285
eXp Realty of California,Scion Properties,1,630000.0,630000.0,112.0,0.9333333333333333
SIERRA LAKES PROPERTIES,"PONCE & PONCE REALTY, INC",1,630000.0,630000.0,15.0,0.984375
Investment Realty Homes & Loan,Investment Realty Homes & Loan,1,630000.0,630000.0,2.0,1.0000015873041068
NextHome Real Estate Rockstars,Romeo Echo Real Estate Inc.,1,630000.0,630000.0,11.0,1.0
RE/Max Time,Realty One Group West,1,630000.0,630000.0,9.0,1.0031847133757963
"Peninsula Group Realty, Inc.",Above and Beyond Real Estate,1,630000.0,630000.0,3.0,0.9333333333333333
O'Donnell Real Estate,RE/MAX BIG BEAR,1,630000.0,630000.0,8.0,0.9333333333333333
Boyd Real Estate,Century 21 A Better Service,1,630000.0,630000.0,21.0,0.9264705882352942
First Team Real Estate,The Real Estate Lane,1,630000.0,630000.0,12.0,1.0
Ascendant Realty,Re/Max Partners,1,630000.0,630000.0,143.0,0.9692307692307692
Financial Solutions & Real Estate Network,"THE IVRI GROUP, INC.",1,630000.0,630000.0,2.0,1.05
HomeSmart,Bennion Deville Homes Sunrise Country Club,1,630000.0,630000.0,76.0,0.9559939301972686
Kleinpell Team Realty,WERE REAL ESTATE,1,630000.0,630000.0,31.0,0.9692307692307692
"A2Z Tax and Financials, Inc",Tower Agency,1,630000.0,630000.0,4.0,1.0517529215358932
Century 21 A Better Service,Veronica Navarro Pro Realtors Group,1,630000.0,630000.0,23.0,1.0500017500029166
Crown Real Estate Team,Homequest Real Estate,1,630000.0,630000.0,2.0,1.0
Team Forss Realty Group,Hardy Realtors,1,630000.0,630000.0,28.0,0.9707241910631741
Prado Realty Group,T.N.G. Real Estate Consultants,1,630000.0,630000.0,9.0,1.0177705977382876
Real Broker,Del Ray Realty,1,630000.0,630000.0,4.0,1.0517529215358932
Wr Properties,"Best Property Management, Inc",1,630000.0,630000.0,62.0,0.9722222222222222
RE/MAX TIME REALTY,MCLEOD AND ASSOCIATES,1,630000.0,630000.0,33.0,0.984375
"Excellence RE Real Estate, Inc.",ehomes,1,630000.0,630000.0,8.0,1.0
MAINSTREET REALTORS,KELLER WILLIAMS COVINA,1,630000.0,630000.0,44.0,0.9143686502177069
Berkshire Hathaway HomeServices California Realty,"Real Brokerage Technologies, Inc.",1,630000.0,630000.0,22.0,1.0161290322580645
RE/MAX Parkside Real Estate,LPT Realty Inc.,1,630000.0,630000.0,1.0,1.0501750291715286
Nest Real Estate,EXCELLENCE RE REAL ESTATE,1,630000.0,630000.0,59.0,0.9692307692307692
Bhhs Drysdale Properties,"eXp Realty of California, Inc",1,630000.0,630000.0,101.0,0.9012875536480687
Rise Group Real Estate,Red Oak Realty,1,630000.0,630000.0,31.0,1.008
Seller Door RE & Finance,Realty ONE Group West,1,630000.0,630000.0,45.0,1.0500017500029166
Vista Sotheby's International Realty,"eXp Realty of Southern California, Inc.",1,630000.0,630000.0,84.0,0.9292035398230089
Cal-Prime Realty,Ultra Realty Group,1,630000.0,630000.0,97.0,0.9695634040601622
The Agency,Dreamland Properties,1,630000.0,630000.0,69.0,0.84
W&D Real Estate Investments,The Home Agency,1,630000.0,630000.0,42.0,0.9402985074626866
Team Forss Realty Group,CA Home Seller,1,630000.0,630000.0,26.0,0.9921259842519685
Park Regency Realty,Homesmart PV & Associates,1,630000.0,630000.0,15.0,1.0517529215358932
"eXp Realty of California, Inc","Professional R.E. Center, Inc.",1,630000.0,630000.0,9.0,0.9692307692307692
Dolan Realty Company,Realty One Group Elite,1,630000.0,630000.0,6.0,1.0500017500029166
SimpliHom,Realty Masters & Associates,1,630000.0,630000.0,4.0,1.024390243902439
Brush Realty,ELEMENT RE INC,1,630000.0,630000.0,7.0,1.008
Intero Real Estate Services,Atlas Premier Properties,1,630000.0,630000.0,7.0,1.024390243902439
OP Realty Associates,CA-RES,1,630000.0,630000.0,11.0,1.008
DC Real Estate,,1,630000.0,630000.0,42.0,0.9859154929577465
CENTURY 21 KING,REALTY ONE GROUP EMPIRE,1,630000.0,630000.0,86.0,0.9692322603573236
Keller Williams Realty-Studio City,Real Estate eBroker Inc.,1,630000.0,630000.0,12.0,0.9693799046007078
Compass,Success Realty Inc,1,630000.0,630000.0,15.0,0.9473684210526315
WHEELER STEFFEN SOTHEBY'S INT.,Realty Masters & Associates,1,630000.0,630000.0,4.0,1.0161290322580645
Equity Union,Jason Mitchell Real Estate Ca,1,630000.0,630000.0,8.0,1.0535117056856187
Elevate Real Estate,eXp Realty of California Inc.,1,630000.0,630000.0,8.0,1.0677966101694916
Cerda-Zein Real Estate,Coldwell Banker Realty,1,630000.0,630000.0,14.0,0.973724884080371
Partner Real Estate,Coldwell Banker Hallmark,1,630000.0,630000.0,20.0,0.9692307692307692
New Century Realtors,Mogul Real Estate,1,630000.0,630000.0,162.0,0.9692307692307692
Fiv Realty Co.,Century 21 Allstars,1,630000.0,630000.0,46.0,0.9722222222222222
Greenpoint Real Estate Services,Top Producers Realty Partners,1,630000.0,630000.0,30.0,1.0
"Cynthia Cohn & Associates, Inc",Century 21 Allstars,1,630000.0,630000.0,6.0,1.1454545454545455
SMART SELL REAL ESTATE,The Network Agency,1,630000.0,630000.0,20.0,0.9417040358744395
First Team Real Estate,Keller Williams Encino/Sherman Oaks,1,630000.0,630000.0,26.0,0.9692307692307692
BERKSHIRE HATH HM SVCS CA PROP,Acevedo Real Estate Professionals,1,630000.0,630000.0,7.0,1.0327868852459017
Lugo Brothers RE,Bullock Russell RE Services,1,630000.0,630000.0,17.0,1.008
Compass,Sterling Realty,1,630000.0,630000.0,19.0,0.9859154929577465
CHAMPION Real Estate,Taylor Hoving Realty Group,1,630000.0,630000.0,6.0,1.0161290322580645
MEDEL REALTY TEAM,Home Base Realty Inc,1,630000.0,630000.0,121.0,0.7241379310344828
Irvine Realty Team,Anvil Real Estate,1,630000.0,630000.0,28.0,0.9767441860465116
Bennett Investments,CMF Real Estate Capital Group,1,630000.0,630000.0,26.0,0.9707241910631741
Cal State Realty Services,RE/MAX TOP PRODUCERS,1,630000.0,630000.0,9.0,1.0517529215358932
"MGR REAL ESTATE, INC.",KELLER WILLIAMS COLLEGE PARK,1,630000.0,630000.0,7.0,0.9921259842519685
Sotheby's International Realty,KHORR Realty,1,630000.0,630000.0,97.0,0.9692307692307692
Green Realty,Wesley Tyler Real Estate Group,1,630000.0,630000.0,8.0,1.069609507640068
OPENDOOR BROKERAGE INC.,SHELL PROPERTIES,1,630000.0,630000.0,11.0,1.0
EXCELLENCE RE REAL ESTATE,USA Realty & Loans,1,630000.0,630000.0,20.0,1.0
Segovia Real Estate Group,Keller Williams South Bay,1,630000.0,630000.0,61.0,1.0088070456365092
Century 21 Masters-SM,CHAMPION Real Estate,1,630000.0,630000.0,4.0,0.9859154929577465
Cal State Realty Services,Finest City Homes,1,630000.0,630000.0,32.0,1.0015898251192368
Cush Real Estate,Alliance Bay Realty,1,630000.0,630000.0,43.0,0.9012875536480687
SOBRANTE HILLS REALTY,Keller Williams Realty,1,630000.0,630000.0,11.0,1.0517529215358932
eXp Realty Greater Los Angeles,Outside Office,1,630000.0,630000.0,13.0,1.0500017500029166
New Pacific Realty,Zykup Inc.,1,630000.0,630000.0,35.0,0.9000012857161225
KELLER WILLIAMS REALTY,"Robert Bonito, Broker",1,630000.0,630000.0,30.0,1.0
AMERICAS BEST REALTY,"Excellence RE Real Estate, Inc.",1,630000.0,630000.0,63.0,0.802547770700637
BHG Royal & Associates,Wr Properties,1,630000.0,630000.0,39.0,0.984375
Exp Realty of California,Homify Realty and Mortgage,1,630000.0,630000.0,114.0,0.9333333333333333
"Advanced Market Realty, Inc",Allegiant Realtors,1,630000.0,630000.0,22.0,0.8522404454376729
Anita Smith Homes,Coldwell Banker Realty,1,630000.0,630000.0,13.0,0.987462362793672
"Revilo Realty, Inc.",Keller Williams Palos Verdes,1,630000.0,630000.0,50.0,0.9012875536480687
EXP Realty of California Inc,Beverly and Company,1,630000.0,630000.0,88.0,0.9012875536480687
Realty Executives Dillon,Century 21 Masters,1,630000.0,630000.0,8.0,1.0177705977382876
Allison James Estates & Homes,Keller Williams SELA,1,630000.0,630000.0,8.0,0.9692322603573236
HOMZ,Velocity Realty,1,630000.0,630000.0,29.0,1.0015898251192368
Vogler Realty,RE/MAX One,1,630000.0,630000.0,116.0,0.9859154929577465
MILESTONE REALTY GROUP,Berkshire Hathaway HomeServices California Properties,1,630000.0,630000.0,120.0,1.0327885783419317
COMPASS,JPAR Iron Horse Real Estate,1,630000.0,630000.0,36.0,0.9404388714733543
CMC REALTY,KELLER WILLIAMS REALTY,1,630000.0,630000.0,69.0,0.9064748201438849
"SMART PROPERTY SERVICES, INC.",Fiv Realty Co.,1,630000.0,630000.0,23.0,0.987460815047022
EXP Realty of California,Realty One Group Elite,1,630000.0,630000.0,16.0,1.0
MC INTOSH REALTY,HPT Realty,1,630000.0,630000.0,88.0,0.9859154929577465
Cal Mutual Inc.,Realty One Group Pacific,1,630000.0,630000.0,6.0,1.0677966101694916
New Visions/Prestige R E,Top Producers Realty Partners,1,630000.0,630000.0,18.0,0.9845288326300985
Real Broker,Total Quality Agents,1,630000.0,630000.0,9.0,1.0080016128025804
Fiv Realty Co.,"HARMONY HOME, INC",1,630000.0,630000.0,9.0,0.9860883284707179
"MBE Realty, Inc.",E Realty,1,630000.0,630000.0,33.0,1.0
Boutique Realty,Coldwell Banker Hallmark Realty,1,630000.0,630000.0,58.0,0.9473684210526315
NewTown Real Estate,Mr Agent RE,1,630000.0,630000.0,12.0,0.7875009843762305
Century Realty Group,Executive Bankers Realty,1,630000.0,630000.0,20.0,0.9559939301972686
"Keller Williams, The Lakes",Elevate Real Estate Agency,1,630000.0,630000.0,29.0,1.0
Century Realty Group,Estate Properties,1,630000.0,630000.0,77.0,0.9707241910631741
Homecoin.com,KELLER WILLIAMS PREMIER PROPER,1,630000.0,630000.0,4.0,1.0162929504758833
"Newcastle Realty, Inc.",Coldwell Banker Best Realty,1,630000.0,630000.0,19.0,1.0177705977382876
King Realty,Land Pacific Realty,1,630000.0,630000.0,10.0,1.0000079365709251
Vogler Feigen Realty,Team Forss Realty Group,1,630000.0,630000.0,61.0,0.9693799046007078
"Joanne Loyola Mullins, Broker",Open Doorways Realty Inc,1,630000.0,630000.0,9.0,1.0177705977382876
Redfin Corporation,Four Seasons Properties,1,630000.0,630000.0,27.0,1.008
Brubaker Culton R.E. & Dev.,REALTY MASTERS & ASSOCIATES,1,630000.0,630000.0,100.0,0.9692307692307692
Big Block Powerhouse Realty,Luxury Collective,1,630000.0,630000.0,151.0,0.9767441860465116
Century21 Real Estate Alliance,Radius Agent Realty,1,630000.0,630000.0,10.0,1.0517529215358932
"ME3, Inc.",Equity Union,1,630000.0,630000.0,16.0,1.0000158732678297
Exp Realty of California Inc,Elevate Real Estate Agency,1,630000.0,630000.0,26.0,0.9
Sotheby's International Realty,Coldwell Banker Hallmark Realty,1,630000.0,630000.0,101.0,0.9417040358744395
Fiv Realty Co.,ELEMENT RE INC,1,630000.0,630000.0,21.0,1.008
Douglas Elliman of California Inc.,Pinnacle Estate Properties,1,630000.0,630000.0,221.0,0.8192457737321196
KAM REAL ESTATE,KAM REAL ESTATE,1,630000.0,630000.0,0.0,0.9130434782608695
"Berkshire Hathaway HomeServices Troth, Realtors",BERKSHIRE HATHAWAY CA PROP,1,630000.0,630000.0,14.0,1.0
New Century Properties,New Century Properties,1,630000.0,630000.0,12.0,0.984375
Keller Williams High Desert,Silverstar Realty,1,630000.0,630000.0,197.0,0.9402985074626866
Coldwell Banker Quality Properties,NextHome Milestone,1,630000.0,630000.0,5.0,1.0015898251192368
Seven Gables Real Estate,C-21 Astro,1,630000.0,630000.0,6.0,1.0015898251192368
KALEO REAL ESTATE COMPANY,THE NIERRAS REAL ESTATE GROUP,1,630000.0,630000.0,6.0,1.0177705977382876
"MIGUEL ACEVEDO, BROKER",PINNACLE REAL ESTATE GROUP,1,630000.0,630000.0,23.0,0.96051227321238
eXp Realty Of Southern California Inc,Corcoran Icon Properties,1,630000.0,630000.0,89.0,0.8411214953271028
Keller Williams Realty,DYNASTY REAL ESTATE,1,630000.0,630000.0,6.0,1.0500175002916716
eXp Realty of California,Re/Max Crossroads,1,630000.0,630000.0,95.0,0.9707241910631741
Exp Realty of California Inc,"Realty Masters & Associates, I",1,630000.0,630000.0,6.0,1.0177705977382876
New Key Realty Inc.,eXp Realty of California Inc,1,630000.0,630000.0,49.0,0.9692307692307692
"London Properties, Ltd",Ballard Properties,1,630000.0,630000.0,64.0,0.9064748201438849
EXCELLENCE RE REAL ESTATE,California Republic R.E.,1,630000.0,630000.0,157.0,0.9001285897985426
JPAR Corona Luxe Realty,NONMEMBER MRML,1,630000.0,630000.0,37.0,0.9001285897985426
EXCELLENCE COLONIAL REALTY,Century 21 Allstars,1,630000.0,630000.0,6.0,1.008
Tower Agency,Century 21 Affiliated,1,630000.0,630000.0,130.0,0.9767441860465116
Signature Properties,Paradise West Real Estate,1,630000.0,630000.0,5.0,0.9618320610687023
Century 21 A Better Service,"Jerry Torres, Broker",1,630000.0,630000.0,53.0,1.0000015873041068
HIGHER REALTY INC.,"Amir Soumeeh, Broker",1,630000.0,630000.0,24.0,1.05
Century 21 Allstars,REAL BROKERAGE TECHNOLOGIES,1,630000.0,630000.0,10.0,1.0501750291715286
Capital & Influence,Douglas Elliman of California,1,630000.0,630000.0,3.0,1.010136641023092
Equity Union Real Estate,Corcoran Icon Properties,1,630000.0,630000.0,18.0,0.9921259842519685
"Peter San Nicolas, Broker",Trillion Real Estate,1,630000.0,630000.0,26.0,0.9692307692307692
Chana Gedy,NEW HAVEN INVESTMENTS INC,1,630000.0,630000.0,28.0,1.008
Century 21 Adams & Barnes,Real Estate Xperts,1,630000.0,630000.0,46.0,0.9692307692307692
Rubio Real Estate,C 21 Coachella Valley RE,1,630000.0,630000.0,5.0,1.105263157894737
Invest SLO,"Pacific Premier Properties, Inc.",1,630000.0,630000.0,4.0,1.0517529215358932
Dynasty Realty,Marketing Specialists,1,630000.0,630000.0,35.0,0.9707241910631741
Cal. Homes & Prop. Realty,Woods Real Estate Services Inc,1,630000.0,630000.0,24.0,1.0161306711785019
Team Metro,1st Choice Home Team,1,630000.0,630000.0,6.0,1.1475409836065573
RE/MAX of Santa Clarita,Jason Mitchell Real Estate CA,1,630000.0,630000.0,66.0,0.9473684210526315
"eXp Realty of Southern California, Inc.",Epique Realty,1,630000.0,630000.0,40.0,1.0015898251192368
COLDWELL BANKER REALTY,Quality Real Estate Corp.,1,630000.0,630000.0,10.0,1.0
Premier Agency Real Estate Inc.,DT America Realty,1,630000.0,630000.0,10.0,1.0001587553579934
eXp Realty,BHHS California Properties,1,630000.0,630000.0,3.0,1.008
Allstars Realty,Synergy Real Estate,1,630000.0,630000.0,45.0,0.9693799046007078
KW THE FOOTHILLS,29 Palms Realty,1,630000.0,630000.0,6.0,1.0503501167055684
"eXp Realty of Northern California, Inc",District Homes,1,630000.0,630000.0,108.0,0.9038737446197992
"Pete Whan and Associates, Inc.",Coldwell Banker Hallmark,1,630000.0,630000.0,23.0,0.9707241910631741
Century 21 Union Realty,Equity Smart Real Estate Services,1,630000.0,630000.0,12.0,1.0194174757281553
"Person Realty, Inc.",Realty ONE Group Southwest,1,630000.0,630000.0,61.0,0.984375
Thank You Heroes Realty,Kathryn Smith Broker,1,630000.0,630000.0,14.0,1.008
CA-RES,All City Homes,1,630000.0,630000.0,11.0,1.024556838510327
Divinus Real Estate Solutions,RE/MAX TOP PRODUCERS,1,630000.0,630000.0,34.0,1.0
EXCELLENCE EMPIRE REAL ESTATE,CENTURY 21 SYNERGIA REALTY,1,630000.0,630000.0,8.0,0.9545454545454546
Nourmand & Associates-HW,Coldwell Banker Hallmark Realty,1,630000.0,630000.0,14.0,1.069609507640068
Capital & Influence,Muller Realtors and Management,1,630000.0,630000.0,17.0,1.008
Premier Agency Corp,"Fathom Realty Group, Inc",1,630000.0,630000.0,16.0,1.0080016128025804
"HomeSmart Optima Realty, Inc",RE/MAX Accord,1,630000.0,630000.0,29.0,0.9722222222222222
Anthony Realty Group,Anthony Realty Group,1,630000.0,630000.0,1.0,1.125
CENTURY 21 CITRUS REALTY INC,GUSHUE REAL ESTATE,1,630000.0,630000.0,163.0,0.9692307692307692
Keller Williams Realty Westside,RE/MAX Gateway,1,630000.0,630000.0,104.0,1.0194174757281553
24 Hour Real Estate,"HomeSmart, Evergreen Realty",1,630000.0,630000.0,10.0,1.05
"ACE Realty, Inc.",Signature Real Estate Group,1,630000.0,630000.0,103.0,0.9845288326300985
"Cal Bay Realty, Inc.",District Homes,1,630000.0,630000.0,11.0,1.0552763819095476
KELLER WILLIAMS REALTY,"Palisade Realty, Inc",1,630000.0,630000.0,11.0,1.0294117647058822
Century 21 Union Realty,"David A. Andrade, Broker",1,630000.0,630000.0,22.0,1.008
"Navigate Real Estate, Inc.",Don Realty,1,630000.0,630000.0,4.0,1.008
300 REALTY,"eXp Realty of California, Inc.",1,630000.0,630000.0,7.0,1.0
"SD County Realty, Inc",Bly's Realty Group,1,630000.0,630000.0,251.0,1.0327868852459017
Performance Realty Group,RE/MAX One,1,630000.0,630000.0,31.0,1.008
Coldwell Banker,Mpire Luxe Real Estate,1,630000.0,630000.0,5.0,0.9859154929577465
Elevate Real Estate Agency,CITYWIDE ELITE REALTY,1,630000.0,630000.0,13.0,1.0001587553579934
Keller Williams Exclusive Properties,Keller Williams West Ventura C,1,630000.0,630000.0,38.0,9.859154929577464
ACES REALTY,Compass,1,630000.0,630000.0,19.0,1.0960334029227556
eXp Realty of California,Esquire Realty,1,630000.0,630000.0,57.0,1.2727272727272727
HomeSmart Realty Group,Century 21 A Better Service,1,630000.0,630000.0,19.0,0.9006433166547534
Luxury Collective,Gold Shield Realty Group,1,630000.0,630000.0,5.0,1.0000015873041068
Bradley and Associates Real Estate,Compass,1,630000.0,630000.0,7.0,0.9692322603573236
CFG Investments,Pinnacle Real Estate Group,1,630000.0,630000.0,4.0,0.984375
KW Advisors,"Over the Moon Realty, Inc",1,630000.0,630000.0,43.0,1.0
Exceptional Realty,Realty Place,1,630000.0,630000.0,0.0,0.9859154929577465
HomeSmart Realty Group,JohnHart Real Estate,1,630000.0,630000.0,1.0,1.0344827586206897
Real Broker,Lenders Rate Approval.com Corp,1,630000.0,630000.0,35.0,0.9693799046007078
Westwind Realty,First Team Real Estate,1,630000.0,630000.0,90.0,0.9545454545454546
KW Temecula,Team Marin Realty,1,630000.0,630000.0,2.0,1.0081613058089294
Alliance Real Estate Invest,"MBE Realty, Inc.",1,630000.0,630000.0,31.0,0.84
Temecula Valley Homes Team,Luxury Collective,1,630000.0,630000.0,41.0,0.9692307692307692
Dynasty Real Estate,Re/Max Time Realty,1,630000.0,630000.0,1.0,1.0161290322580645
SD Home Source Realty,Coldwell Banker West,1,630000.0,630000.0,74.0,0.9768956427353078
Tower Agency,Y REALTY,1,630000.0,630000.0,31.0,0.9618320610687023
Y Realty,Re/Max Platinum Realty,1,630000.0,630000.0,104.0,0.9559939301972686
Ten31 Real Estate,Valley Real Estate Services,1,630000.0,630000.0,14.0,1.069609507640068
HomeSmart Realty West,AVM Real Estate Services,1,630000.0,630000.0,3.0,1.0517529215358932
Ken Nakaoka Company,ROA California Inc,1,630000.0,630000.0,137.0,0.9012875536480687
Tower Agency,REALTY MASTERS & ASSOCIATES,1,630000.0,630000.0,6.0,1.0161290322580645
Realty Connection Group,Own Real Estate Inc.,1,630000.0,630000.0,42.0,0.9692307692307692
Town & Country Real Estate,"Albert Ponce, Broker",1,630000.0,630000.0,15.0,0.9922822491730982
COLDWELL BANKER BLACKSTONE RTY,Ready In Corp.,1,630000.0,630000.0,9.0,0.9845288326300985
RE/MAX Tidal,Seven Gables Real Estate,1,630000.0,630000.0,195.0,0.984375
BERKSHIRE HATH HM SVCS CA PROP,G.B. Hacienda Real Estate,1,630000.0,630000.0,13.0,1.05
COLDWELL BANKER BLACKSTONE RTY,TDR REAL ESTATE GROUP,1,630000.0,630000.0,7.0,1.0500017500029166
HomeSmart Realty West,El Camino Realty,1,630000.0,630000.0,8.0,0.987460815047022
Century 21 A Property Shoppe,Redfin,1,630000.0,630000.0,9.0,1.0080016128025804
JohnHart Corp.,Homeworks Realty,1,630000.0,630000.0,32.0,1.0501750291715286
HAUS OF REAL ESTATE,KELLER WILLIAMS RIVERSIDE CENT,1,630000.0,630000.0,22.0,1.0327885783419317
Laguna Premier Realty Inc.,None MRML,2,630000.0,315000.0,87.5,0.9462102689486552
XITALI E. Del Real,XITALI E. Del Real,1,630000.0,630000.0,6.0,1.0327868852459017
Century 21 Allstars,Real Estate eBroker Inc.,1,630000.0,630000.0,13.0,1.0327868852459017
"KATHERINE CHAIRES, BROKER","REAL ESTATE EBROKER, INC.",1,630000.0,630000.0,53.0,0.984375
Tidal Realty,YOUR HOME SOLD GUARANTEED RLTY,1,630000.0,630000.0,5.0,1.0413223140495869
BR Realty,Compass,1,630000.0,630000.0,10.0,1.0031847133757963
Tiempo Realty,"LPT Realty, Inc",1,630000.0,630000.0,103.0,1.0501750291715286
CALIFORNIA DREAM REALTY,888 Realty,1,629999.0,629999.0,53.0,0.9264691176470589
Keller Williams Premier Prop.,Movanti Realty,1,629999.0,629999.0,17.0,1.0
Tower Agency,KELLER WILLIAMS LAKE ARROWHEAD,1,629999.0,629999.0,149.0,1.0001571678044134
Coldwell Banker Realty,Coldwell Banker Leaders,1,629999.0,629999.0,11.0,1.0
The New Home Company,ALLIANCE ONE REALTY,1,629990.0,629990.0,24.0,0.9692302958507054
K. Hovnanian Companies of CA,Forward Studio City Inc,1,629990.0,629990.0,37.0,0.9692302958507054
Taylor Morrison Services,Exceptional  Realty,1,629990.0,629990.0,46.0,0.9321378106250601
Brookfield Residential,Sequoia Real Estate,1,629990.0,629990.0,10.0,1.0
Taylor Morrison Services,Brady Harris Broker - Murrieta,1,629990.0,629990.0,1.0,1.0
"Elijah David Lakshin, Broker",Blueprint Realty,1,629990.0,629990.0,60.0,1.0
Arbor Real Estate,KELLER WILLIAMS REALTY,1,629990.0,629990.0,0.0,1.000142879822194
Williams Homes Inc,Century 21 Masters,1,629990.0,629990.0,85.0,0.9818434012842092
Empire Real Estate Group,None MRML,1,629900.0,629900.0,15.0,0.9919685039370079
"Lonoak Realty, Inc.",Elite Realty Services,1,629900.0,629900.0,135.0,0.954538566449462
Re/Max Diamond Prestige,"Williams Realty Group, Inc.",1,629900.0,629900.0,22.0,1.0
Exit Alliance Realty,REDFIN,1,629900.0,629900.0,4.0,1.0
James F Miller R.E. Sales & Appraisals,Out of Area,1,629900.0,629900.0,21.0,1.0
"HomeSmart, Evergreen Realty","KUD Properties, Inc.",1,629900.0,629900.0,17.0,0.9998571405895331
Re/Max Desert Properties,KW Coachella Valley,1,629900.0,629900.0,17.0,0.9843725582122207
"Legacy R.E. Group, Inc.-Soledad",,1,629900.0,629900.0,41.0,0.9692260347745807
Platinum Real Estate Group,"Juanaca Home Team, Inc",1,629900.0,629900.0,35.0,1.0
Red Lime Real Estate,PMZ Real Estate,2,629900.0,314950.0,20.5,1.0653174603174604
Williams & Co. Real Estate,Re/Max Property Connection,1,629900.0,629900.0,56.0,0.9333234553267151
Real Broker,All-In-One Real Estate Service,1,629900.0,629900.0,31.0,0.9692260347745807
COMPASS,Wheeler Steffen Sotheby's Inte,1,629900.0,629900.0,5.0,1.0
Century 21 Allstars,Better Homes and Gardens RE,1,629900.0,629900.0,22.0,1.0
WSR REAL ESTATE,Seven Gables Real Estate,1,629900.0,629900.0,8.0,1.0
Reliable Realty Inc.,1st Veteran Mortgage Inc,1,629900.0,629900.0,104.0,0.9998412698412699
